0.05	21.0666
0.15	21.9394
0.25	21.7773
0.35	21.7475
0.45	21.9456
0.55	22.3259
0.65	21.4397
0.75	21.7761
0.85	21.2056
0.95	21.6225
1.05	21.425
1.15	22.1875
1.25	22.4874
1.35	21.981
1.45	21.8865
1.55	22.5887
1.65	21.9151
1.75	22.2893
1.85	23.0372
1.95	22.2302
2.05	22.7203
2.15	22.1735
2.25	22.0553
2.35	22.5904
2.45	22.5307
2.55	22.7575
2.65	22.3247
2.75	22.735
2.85	22.0834
2.95	21.8279
3.05	22.3631
3.15	22.2156
3.25	22.9257
3.35	22.1864
3.45	22.8221
3.55	22.8751
3.65	22.5301
3.75	22.3698
3.85	22.713
3.95	22.955
4.05	22.093
4.15	21.5342
4.25	22.2656
4.35	21.842
4.45	22.2955
4.55	22.3839
4.65	22.0974
4.75	21.8707
4.85	23.0872
4.95	21.6585
5.05	22.129
5.15	22.5752
5.25	21.9084
5.35	22.8318
5.45	22.7215
5.55	22.6314
5.65	23.1232
5.75	22.6112
5.85	22.0992
5.95	22.6911
6.05	22.8008
6.15	23.2999
6.25	21.6737
6.35	22.6399
6.45	22.8148
6.55	23.1098
6.65	21.8341
6.75	22.0986
6.85	22.991
6.95	22.735
7.05	22.8368
7.15	22.8818
7.25	22.4424
7.35	23.2481
7.45	23.1092
7.55	23.0501
7.65	22.7862
7.75	22.3101
7.85	23.5706
7.95	24.2435
8.05	22.9038
8.15	22.9263
8.25	22.2882
8.35	22.7344
8.45	22.8441
8.55	22.2809
8.65	22.2364
8.75	22.9245
8.85	22.368
8.95	22.6393
9.05	23.8997
9.15	23.3134
9.25	23.4974
9.35	23.3511
9.45	22.9848
9.55	22.9921
9.65	22.4868
9.75	22.3467
9.85	22.677
9.95	22.9538
10.05	22.9757
10.15	22.7941
10.25	22.4997
10.35	23.6566
10.45	23.0495
10.55	22.7862
10.65	21.7396
10.75	23.1294
10.85	21.9303
10.95	22.0322
11.05	22.8227
11.15	24.0381
11.25	22.8154
11.35	24.2289
11.45	22.7794
11.55	24.4129
11.65	23.4805
11.75	22.6758
11.85	22.2449
11.95	22.8886
12.05	23.2616
12.15	22.991
12.25	22.7856
12.35	22.9477
12.45	22.8093
12.55	22.0322
12.65	23.2914
12.75	23.2993
12.85	23.0708
12.95	22.0389
13.05	24.2587
13.15	23.1153
13.25	22.9465
13.35	23.2835
13.45	23.723
13.55	23.2897
13.65	23.2104
13.75	24.2362
13.85	22.852
13.95	22.2583
14.05	22.699
14.15	23.2318
14.25	23.1153
14.35	23.2329
14.45	23.4816
14.55	23.0793
14.65	23.6504
14.75	23.5176
14.85	22.354
14.95	23.3134
15.05	22.9983
15.15	22.7935
15.25	23.5767
15.35	23.8339
15.45	23.2543
15.55	23.2256
15.65	23.5542
15.75	23.6499
15.85	23.1964
15.95	23.4219
16.05	24.271
16.15	23.8833
16.25	23.2025
16.35	23.7815
16.45	23.3415
16.55	23.7444
16.65	23.7028
16.75	22.5594
16.85	22.9093
16.95	23.2391
17.05	24.1636
17.15	22.9842
17.25	23.5761
17.35	22.9769
17.45	22.5966
17.55	22.5375
17.65	23.2171
17.75	23.862
17.85	23.4097
17.95	22.7703
18.05	23.481
18.15	23.6273
18.25	23.1373
18.35	22.8728
18.45	24.0223
18.55	22.5527
18.65	23.18
18.75	22.897
18.85	23.7157
18.95	23.225
19.05	23.0568
19.15	23.1727
19.25	22.7715
19.35	22.5729
19.45	24.2576
19.55	23.2543
19.65	23.467
19.75	23.2555
19.85	23.8828
19.95	24.0516
